"","Department","Position","Place.of.Residence","PositionID"
"8334","Iowa Communications Network","ACCOUNT CONSULTANT","CALHOUN",8334
"8335","Iowa Communications Network","ACCOUNT CONSULTANT","CASS",8335
"8336","Iowa Communications Network","ACCOUNT CONSULTANT","LINN",8336
"8337","Iowa Communications Network","ACCOUNT CONSULTANT","MADISON",8337
"8338","Iowa Communications Network","ACCOUNT CONSULTANT","POLK",8338
"8339","Iowa Communications Network","ACCOUNTANT 2","POLK",8339
"8340","Iowa Communications Network","ACCOUNTANT 2","STORY",8340
"8341","Iowa Communications Network","ACCOUNTANT 3","POLK",8341
"8342","Iowa Communications Network","ACCOUNTANT 3","STORY",8342
"8343","Iowa Communications Network","ACCOUNTING CLERK 2","STORY",8343
"8344","Iowa Communications Network","ACCOUNTING TECHNICIAN 2","DALLAS",8344
"8345","Iowa Communications Network","ACCOUNTING TECHNICIAN 2","POLK",8345
"8346","Iowa Communications Network","ACCOUNTING TECHNICIAN 2","STORY",8346
"8347","Iowa Communications Network","ACCOUNTING TECHNICIAN 2","WARREN",8347
"8348","Iowa Communications Network","ACCOUNTING TECHNICIAN 3","POLK",8348
"8349","Iowa Communications Network","ADMIN ASSISTANT 2","DALLAS",8349
"8350","Iowa Communications Network","ADMIN ASSISTANT 2","POLK",8350
"8351","Iowa Communications Network","ADMIN ASSISTANT 2","WARREN",8351
"8352","Iowa Communications Network","ADMIN INTERN","DUBUQUE",8352
"8353","Iowa Communications Network","ADMIN INTERN","POLK",8353
"8354","Iowa Communications Network","CLERK","BLACK HAWK",8354
"8355","Iowa Communications Network","CLERK","DALLAS",8355
"8356","Iowa Communications Network","CLERK","POLK",8356
"8357","Iowa Communications Network","CLERK","SCOTT",8357
"8358","Iowa Communications Network","CLERK","STORY",8358
"8359","Iowa Communications Network","COMMUNICATIONS TECHNICIA","JASPER",8359
"8360","Iowa Communications Network","COMMUNICATIONS TECHNICIA","MADISON",8360
"8361","Iowa Communications Network","COMMUNICATIONS TECHNICIA","POLK",8361
"8362","Iowa Communications Network","COMMUNICATIONS TECHNICIA","STORY",8362
"8363","Iowa Communications Network","DESIGN TECHNICIAN SPECIA","MARION",8363
"8364","Iowa Communications Network","DESIGN TECHNICIAN SPECIA","POLK",8364
"8365","Iowa Communications Network","DESIGN TECHNICIAN SPECIA","POTTAWATTAMIE",8365
"8366","Iowa Communications Network","DESIGN TECHNICIAN SPECIA","STORY",8366
"8367","Iowa Communications Network","ELECTRONIC ENGINEER TECH","POLK",8367
"8368","Iowa Communications Network","EXEC DIR/IA TELE & TECH","",8368
"8369","Iowa Communications Network","EXEC DIR/IA TELE & TECH","LINN",8369
"8370","Iowa Communications Network","EXEC DIR/IA TELE & TECH","POLK",8370
"8371","Iowa Communications Network","EXEC OFF 1","POLK",8371
"8372","Iowa Communications Network","EXEC OFF 2","BLACK HAWK",8372
"8373","Iowa Communications Network","EXEC OFF 2","BOONE",8373
"8374","Iowa Communications Network","EXEC OFF 2","CALHOUN",8374
"8375","Iowa Communications Network","EXEC OFF 2","CASS",8375
"8376","Iowa Communications Network","EXEC OFF 2","LINN",8376
"8377","Iowa Communications Network","EXEC OFF 2","POLK",8377
"8378","Iowa Communications Network","EXEC OFF 3","DALLAS",8378
"8379","Iowa Communications Network","EXEC OFF 3","POLK",8379
"8380","Iowa Communications Network","EXEC OFF 4","POLK",8380
"8381","Iowa Communications Network","EXEC OFF 5","POLK",8381
"8382","Iowa Communications Network","EXEC SECRETARY","DALLAS",8382
"8383","Iowa Communications Network","EXEC SECRETARY","POLK",8383
"8384","Iowa Communications Network","FIELD AUDITOR","POLK",8384
"8385","Iowa Communications Network","HUMAN RESOURCES ASSOCIAT","POLK",8385
"8386","Iowa Communications Network","ICN AUDIO-VIDEO TECHNICI","BLACK HAWK",8386
"8387","Iowa Communications Network","ICN AUDIO-VIDEO TECHNICI","DALLAS",8387
"8388","Iowa Communications Network","ICN AUDIO-VIDEO TECHNICI","HUMBOLDT",8388
"8389","Iowa Communications Network","ICN AUDIO-VIDEO TECHNICI","POLK",8389
"8390","Iowa Communications Network","ICN BUSINESS DEVEL MANAG","POLK",8390
"8391","Iowa Communications Network","INFO SPECIALIST 1","POLK",8391
"8392","Iowa Communications Network","INFO SPECIALIST 2","POLK",8392
"8393","Iowa Communications Network","INFO SPECIALIST 2","WARREN",8393
"8394","Iowa Communications Network","INFO SPECIALIST 3","JASPER",8394
"8395","Iowa Communications Network","INFO TECH SPECIALIST 2","POLK",8395
"8396","Iowa Communications Network","INFO TECH SPECIALIST 3","POLK",8396
"8397","Iowa Communications Network","INFO TECH SPECIALIST 4","",8397
"8398","Iowa Communications Network","INFO TECH SPECIALIST 4","DALLAS",8398
"8399","Iowa Communications Network","INFO TECH SPECIALIST 4","POLK",8399
"8400","Iowa Communications Network","INFO TECH SPECIALIST 5","JASPER",8400
"8401","Iowa Communications Network","INFO TECH SPECIALIST 5","POLK",8401
"8402","Iowa Communications Network","INFO TECH SPECIALIST 5","STORY",8402
"8403","Iowa Communications Network","INFO TECH SUPPORT WORKER","",8403
"8404","Iowa Communications Network","IOWA TELECOM & TECH COMM","BUCHANAN",8404
"8405","Iowa Communications Network","IOWA TELECOM & TECH COMM","BUTLER",8405
"8406","Iowa Communications Network","IOWA TELECOM & TECH COMM","CERRO GORDO",8406
"8407","Iowa Communications Network","IOWA TELECOM & TECH COMM","CLINTON",8407
"8408","Iowa Communications Network","IOWA TELECOM & TECH COMM","POLK",8408
"8409","Iowa Communications Network","IOWA TELECOM & TECH COMM","POWESHIEK",8409
"8410","Iowa Communications Network","IOWA TELECOM & TECH COMM","SHELBY",8410
"8411","Iowa Communications Network","IOWA TELECOM & TECH COMM        1","BUCHANAN",8411
"8412","Iowa Communications Network","IOWA TELECOM & TECH COMM        1","CERRO GORDO",8412
"8413","Iowa Communications Network","IOWA TELECOM & TECH COMM        1","POLK",8413
"8414","Iowa Communications Network","IOWA TELECOM & TECH COMM        1","SHELBY",8414
"8415","Iowa Communications Network","JUDICIAL SPECIALIST 2","MARSHALL",8415
"8416","Iowa Communications Network","MANAGEMENT ANALYST 2","POLK",8416
"8417","Iowa Communications Network","MANAGEMENT ANALYST 3","POLK",8417
"8418","Iowa Communications Network","PUBLIC SERVICE EXECUTIVE","DALLAS",8418
"8419","Iowa Communications Network","PUBLIC SERVICE EXECUTIVE","LINN",8419
"8420","Iowa Communications Network","PUBLIC SERVICE EXECUTIVE","MADISON",8420
"8421","Iowa Communications Network","PUBLIC SERVICE EXECUTIVE","POLK",8421
"8422","Iowa Communications Network","PUBLIC SERVICE MANAGER 1","POLK",8422
"8423","Iowa Communications Network","PURCHASING AGENT 1","DALLAS",8423
"8424","Iowa Communications Network","PURCHASING AGENT 1","POLK",8424
"8425","Iowa Communications Network","PURCHASING AGENT 2","BOONE",8425
"8426","Iowa Communications Network","PURCHASING AGENT 2","POLK",8426
"8427","Iowa Communications Network","PURCHASING AGENT 3","POLK",8427
"8428","Iowa Communications Network","RECEPTIONIST","POLK",8428
"8429","Iowa Communications Network","SEASONAL AIDE","JOHNSON",8429
"8430","Iowa Communications Network","SEASONAL AIDE","POLK",8430
"8431","Iowa Communications Network","SECRETARY 1","",8431
"8432","Iowa Communications Network","SECRETARY 1","POLK",8432
"8433","Iowa Communications Network","SECRETARY 2","POLK",8433
"8434","Iowa Communications Network","SERIP RETIREE","HUMBOLDT",8434
"8435","Iowa Communications Network","SERIP RETIREE","POLK",8435
"8436","Iowa Communications Network","SERIP RETIREE","WAYNE",8436
"8437","Iowa Communications Network","SLIP RETIREE","",8437
"8438","Iowa Communications Network","SLIP RETIREE","BOONE",8438
"8439","Iowa Communications Network","SLIP RETIREE","DALLAS",8439
"8440","Iowa Communications Network","SLIP RETIREE","DECATUR",8440
"8441","Iowa Communications Network","SLIP RETIREE","JASPER",8441
"8442","Iowa Communications Network","SLIP RETIREE","POLK",8442
"8443","Iowa Communications Network","TECHNICAL SERVICE SPEC S","DALLAS",8443
"8444","Iowa Communications Network","TECHNICAL SERVICE SPEC S","MADISON",8444
"8445","Iowa Communications Network","TECHNICAL SERVICE SPEC S","POLK",8445
"8446","Iowa Communications Network","TECHNICAL SERVICE SPECIA","MADISON",8446
"8447","Iowa Communications Network","TECHNICAL SERVICE SPECIA","POLK",8447
"8448","Iowa Communications Network","TECHNOLOGY ACCOUNT MANAG","POLK",8448
"8449","Iowa Communications Network","TELECOMM ACCOUNT CONSULT","LINN",8449
"8450","Iowa Communications Network","TELECOMM MARKETING ANALY","MADISON",8450
"8451","Iowa Communications Network","TELECOMM MARKETING ANALY","POLK",8451
"8452","Iowa Communications Network","TELECOMM TECH ENT EXP","",8452
"8453","Iowa Communications Network","TELECOMM TECH ENT EXP","JASPER",8453
"8454","Iowa Communications Network","TELECOMM TECH ENT EXP","POLK",8454
"8455","Iowa Communications Network","TELECOMMUNICATIONS ADMIN","DALLAS",8455
"8456","Iowa Communications Network","TELECOMMUNICATIONS ADMIN","JASPER",8456
"8457","Iowa Communications Network","TELECOMMUNICATIONS ADMIN","POLK",8457
"8458","Iowa Communications Network","TELECOMMUNICATIONS ENG S","DALLAS",8458
"8459","Iowa Communications Network","TELECOMMUNICATIONS ENG S","GUTHRIE",8459
"8460","Iowa Communications Network","TELECOMMUNICATIONS ENG S","JASPER",8460
"8461","Iowa Communications Network","TELECOMMUNICATIONS ENG S","MADISON",8461
"8462","Iowa Communications Network","TELECOMMUNICATIONS ENG S","POLK",8462
"8463","Iowa Communications Network","TELECOMMUNICATIONS ENG S","WARREN",8463
"8464","Iowa Communications Network","TELECOMMUNICATIONS ENGIN","",8464
"8465","Iowa Communications Network","TELECOMMUNICATIONS ENGIN","DALLAS",8465
"8466","Iowa Communications Network","TELECOMMUNICATIONS ENGIN","JASPER",8466
"8467","Iowa Communications Network","TELECOMMUNICATIONS ENGIN","MARION",8467
"8468","Iowa Communications Network","TELECOMMUNICATIONS ENGIN","POLK",8468
"8469","Iowa Communications Network","TELECOMMUNICATIONS ENGIN","POWESHIEK",8469
"8470","Iowa Communications Network","TELECOMMUNICATIONS MANAG","POLK",8470
"8471","Iowa Communications Network","TELECOMMUNICATIONS SALES","JASPER",8471
"8472","Iowa Communications Network","TELECOMMUNICATIONS SALES","POLK",8472
"8473","Iowa Communications Network","TELECOMMUNICATIONS SPEC","",8473
"8474","Iowa Communications Network","TELECOMMUNICATIONS SPEC","CASS",8474
"8475","Iowa Communications Network","TELECOMMUNICATIONS SPEC","DALLAS",8475
"8476","Iowa Communications Network","TELECOMMUNICATIONS SPEC","JASPER",8476
"8477","Iowa Communications Network","TELECOMMUNICATIONS SPEC","POLK",8477
"8478","Iowa Communications Network","TELECOMMUNICATIONS SPEC","WARREN",8478
"8479","Iowa Communications Network","TELECOMMUNICATIONS SPECI","DALLAS",8479
"8480","Iowa Communications Network","TELECOMMUNICATIONS SPECI","MADISON",8480
"8481","Iowa Communications Network","TELECOMMUNICATIONS SPECI","POLK",8481
"8482","Iowa Communications Network","TELECOMMUNICATIONS SPECI","WARREN",8482
"8483","Iowa Communications Network","TELECOMMUNICATIONS TECH","POLK",8483
"8484","Iowa Communications Network","WORKFORCE ASSOCIATE","WAPELLO",8484
"8485","Iowa Economic Development Authority","ACCOUNTANT 3","TAMA",8485
"8486","Iowa Economic Development Authority","ACCOUNTING TECHNICIAN 2","POLK",8486
"8487","Iowa Economic Development Authority","ACCOUNTING TECHNICIAN 3","POLK",8487
"8488","Iowa Economic Development Authority","ADMIN ASSISTANT 1","POLK",8488
"8489","Iowa Economic Development Authority","ADMIN ASSISTANT 2","POLK",8489
"8490","Iowa Economic Development Authority","ADMIN ASSISTANT 2","WARREN",8490
"8491","Iowa Economic Development Authority","ADMIN ASSISTANT 3","",8491
"8492","Iowa Economic Development Authority","ADMIN ASSISTANT 3","BLACK HAWK",8492
"8493","Iowa Economic Development Authority","ADMIN ASSISTANT 3","BOONE",8493
"8494","Iowa Economic Development Authority","ADMIN ASSISTANT 3","KEOKUK",8494
"8495","Iowa Economic Development Authority","ADMIN ASSISTANT 3","POLK",8495
"8496","Iowa Economic Development Authority","ADMIN ASSISTANT 3","STORY",8496
"8497","Iowa Economic Development Authority","ADMIN ASSISTANT 4","APPANOOSE",8497
"8498","Iowa Economic Development Authority","ADMIN ASSISTANT 4","BLACK HAWK",8498
"8499","Iowa Economic Development Authority","ADMIN ASSISTANT 4","POLK",8499
"8500","Iowa Economic Development Authority","ADMIN ASSISTANT 4","STORY",8500
"8501","Iowa Economic Development Authority","ADMIN ASSISTANT 4","TAMA",8501
"8502","Iowa Economic Development Authority","ADMIN ASSISTANT 4","WARREN",8502
"8503","Iowa Economic Development Authority","ADMIN ASSISTANT 5","DALLAS",8503
"8504","Iowa Economic Development Authority","ADMIN ASSISTANT 5","POLK",8504
"8505","Iowa Economic Development Authority","ADMIN ASSISTANT 5","STORY",8505
"8506","Iowa Economic Development Authority","ADMIN ASSISTANT 5","WEBSTER",8506
"8507","Iowa Economic Development Authority","ADMIN ASSISTANT 6","DALLAS",8507
"8508","Iowa Economic Development Authority","ADMIN ASSISTANT 6","POLK",8508
"8509","Iowa Economic Development Authority","ADMIN INTERN","",8509
"8510","Iowa Economic Development Authority","ADMIN INTERN","POLK",8510
"8511","Iowa Economic Development Authority","ADMIN INTERN","WARREN",8511
"8512","Iowa Economic Development Authority","AMERICORP","DUBUQUE",8512
"8513","Iowa Economic Development Authority","AMERICORP","JOHNSON",8513
"8514","Iowa Economic Development Authority","AMERICORP","LEE",8514
"8515","Iowa Economic Development Authority","AMERICORP","LINN",8515
"8516","Iowa Economic Development Authority","AMERICORP","POLK",8516
"8517","Iowa Economic Development Authority","AMERICORP","STORY",8517
"8518","Iowa Economic Development Authority","AMERICORP","WAPELLO",8518
"8519","Iowa Economic Development Authority","AMERICORP","WARREN",8519
"8520","Iowa Economic Development Authority","ASSOCIATE PROBATE JUDGE","POLK",8520
"8521","Iowa Economic Development Authority","ATTORNEY 2","POLK",8521
"8522","Iowa Economic Development Authority","BUDGET ANALYST 3","WARREN",8522
"8523","Iowa Economic Development Authority","CHF OPERATING OFF IEDA","POLK",8523
"8524","Iowa Economic Development Authority","CLERK","POLK",8524
"8525","Iowa Economic Development Authority","CLERK","POTTAWATTAMIE",8525
"8526","Iowa Economic Development Authority","CLERK-SPECIALIST","POLK",8526
"8527","Iowa Economic Development Authority","CONSTRUCTION/DESIGN ENGI","GUTHRIE",8527
"8528","Iowa Economic Development Authority","DIR DEPT OF ECONOMIC DEV","WOODBURY",8528
"8529","Iowa Economic Development Authority","DIR DEPT OF ECONOMIC DEV       15","WOODBURY",8529
"8530","Iowa Economic Development Authority","DISASTER PROJECT SPECIAL","POLK",8530
"8531","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","",8531
"8532","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","APPANOOSE",8532
"8533","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","BLACK HAWK",8533
"8534","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","BOONE",8534
"8535","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","CARROLL",8535
"8536","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","DALLAS",8536
"8537","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","DECATUR",8537
"8538","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","KEOKUK",8538
"8539","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","POLK",8539
"8540","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","POTTAWATTAMIE",8540
"8541","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","STORY",8541
"8542","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","TAMA",8542
"8543","Iowa Economic Development Authority","ECON DEVELOPMENT SPECIAL","WARREN",8543
"8544","Iowa Economic Development Authority","ENERGY MANAGEMENT TECHNI","POLK",8544
"8545","Iowa Economic Development Authority","ENVIRONMENTAL ENGINEER S","POLK",8545
"8546","Iowa Economic Development Authority","EXEC OFF 2","POLK",8546
"8547","Iowa Economic Development Authority","EXEC OFF 3","DALLAS",8547
"8548","Iowa Economic Development Authority","EXEC OFF 3","POLK",8548
"8549","Iowa Economic Development Authority","EXEC OFF 3","STORY",8549
"8550","Iowa Economic Development Authority","EXEC OFF 3","WARREN",8550
"8551","Iowa Economic Development Authority","EXEC OFF 4","POLK",8551
"8552","Iowa Economic Development Authority","EXEC OFF 5","POLK",8552
"8553","Iowa Economic Development Authority","EXEC SECRETARY","DALLAS",8553
"8554","Iowa Economic Development Authority","FISCAL & POLICY ANALYST","POLK",8554
"8555","Iowa Economic Development Authority","INCOME MAINT WORKER 2","POLK",8555
"8556","Iowa Economic Development Authority","INFO TECH ADMIN 2","POLK",8556
"8557","Iowa Economic Development Authority","INFO TECH SPECIALIST 4","POLK",8557
"8558","Iowa Economic Development Authority","INFO TECH SPECIALIST 5","DALLAS",8558
"8559","Iowa Economic Development Authority","INFO TECH SPECIALIST 5","POLK",8559
"8560","Iowa Economic Development Authority","PROGRAM PLANNER 1","POLK",8560
"8561","Iowa Economic Development Authority","PROGRAM PLANNER 2","POLK",8561
